file_annot,whistle_ID,duration,min_freq,max_freq,start_freq,end_freq,activation_state,fishing_net,fishing_net_type,behaviour,sonar,signal_type,group_size,SNR,signal_dB,SNR_refined,signal_dB_refined
SCW1807_20200712_140500,5549,0.215060676866726,8984.27701585762,10734.1736182082,10734.1736182082,9762.00883912452,Control,Present,chalut_vert,Travelling,0,DOL5,6,21.8713737215315,-47.492268,24.3442230224609,-44.86271
SCW1807_20200712_140500,5550,0.397035095753957,11414.6889635667,13237.4979243485,11414.6889635667,13043.0649685318,Control,Present,chalut_vert,Travelling,0,DOL5,6,10.5520596971699,-60.504543,14.1715830634622,-57.301907
SCW1807_20200712_140500,5551,0.351541491032151,11633.4260388605,12581.286698467,11876.4672336314,11633.4260388605,Control,Present,chalut_vert,Travelling,0,DOL5,6,12.6226575215658,-50.36409,14.1951588948568,-47.343452
SCW1807_20200712_140500,5552,1.10011807781825,7769.07104200309,11511.905441475,10734.1736182081,8692.62758213253,Control,Present,chalut_vert,Travelling,0,DOL5,6,21.290313748147,-50.49221,25.9564596491752,-45.82606
SCW1807_20200712_140500,5553,0.113734011804521,10734.1736182081,11682.0342778147,10734.1736182081,11682.0342778147,Control,Present,chalut_vert,Travelling,0,DOL5,6,13.8307052612305,-59.591698,16.9423072814941,-56.333115
SCW1807_20200712_140500,5554,0.571943999743116,10432.3065868234,12727.1398782876,11639.0723694037,12727.1398782876,Control,Present,chalut_vert,Travelling,0,DOL5,6,11.1219863891602,-62.40526,18.9241536458333,-54.723804
SCW1807_20200712_140500,5555,0.965949866232815,8295.73766028772,12034.7332817252,8295.73766028772,11045.5810009216,Control,Present,chalut_vert,Travelling,0,DOL5,6,23.502300546189,-45.815098,25.1699302610287,-44.14747
SCW1807_20200712_140500,5556,0.506276355328161,11658.8554150198,12074.2993729573,11797.3367343323,11737.9875974841,Control,Present,chalut_vert,Travelling,0,DOL5,6,11.7081739902496,-51.858112,13.0618948936462,-49.529922
SCW1807_20200712_140500,5557,1.08245697729159,8335.30375151986,12094.0824185734,10155.3439481984,9779.46608149305,Control,Present,chalut_vert,Travelling,0,DOL5,6,26.2609329223633,-42.51171,29.1258947414203,-39.646748
SCW1807_20200712_140500,5558,0.146163466601017,8632.04943576093,10649.9200886002,8632.04943576093,10531.2218149038,Control,Present,chalut_vert,Travelling,0,DOL5,6,11.0916553296541,-66.02732,19.9110866345857,-57.20788
SCW1807_20200712_140500,5559,0.13769022216038,7860.51065673416,8295.73766028772,8097.90720412701,8295.73766028772,Control,Present,chalut_vert,Travelling,0,DOL5,6,5.84658347235786,-64.567154,13.4945930904812,-56.452255
SCW1807_20200712_140500,5560,1.40392021941081,7614.09047452977,11678.6384606359,8493.56811644843,7614.09047452977,Control,Present,chalut_vert,Travelling,0,DOL5,6,28.4345792781162,-48.331425,34.1979949649444,-42.338226
SCW1807_20200712_140500,5561,0.857933408443685,9426.4422152816,13919.0412430795,12516.4274844673,9536.86764522971,Control,Present,chalut_vert,Travelling,0,DOL5,6,8.14644255461516,-68.8374,14.3217171563043,-62.683514
SCW1807_20200712_140500,5562,1.09585820053965,7656.57637034066,13611.7138970778,11412.5921463173,8514.40656148369,Control,Present,chalut_vert,Travelling,0,DOL5,6,18.1261220738508,-57.963844,23.4778327112612,-52.639107
SCW1807_20200712_140500,5563,0.491153331268009,9225.58622986935,13539.65445744,9225.58622986935,13539.65445744,Control,Present,chalut_vert,Travelling,0,DOL5,6,11.3838430835355,-64.485794,13.4012427791472,-62.4684
SCW1807_20200712_140500,5564,0.87188374883349,10727.939673492,11579.7123480675,11579.7123480675,10727.939673492,Control,Present,chalut_vert,Travelling,0,DOL5,6,13.9431874361905,-62.21878,15.8418546850031,-59.508907
SCW1807_20200712_140500,5565,0.443412361873129,8350.46556670087,13760.288395288,8350.46556670087,10312.1010399563,Control,Present,chalut_vert,Travelling,0,DOL5,6,11.4553161085698,-67.48401,16.294495632774,-62.636322
SCW1807_20200712_140500,5566,0.50272229562686,10220.1493771474,10756.5340768657,10756.5340768657,10220.1493771474,Control,Present,chalut_vert,Travelling,0,DOL5,6,10.2848999500275,-61.955753,12.6035053133965,-59.59134
SCW1807_20200712_140500,5567,0.088156280283513,10861.6550953086,12492.7360023361,10861.6550953086,12492.7360023361,Control,Present,chalut_vert,Travelling,0,DOL5,6,13.4278284708659,-59.85832,16.8875513076782,-56.39825
SCW1807_20200712_140500,5568,0.579041648694805,7715.38405810976,8594.05463519146,8301.16444283089,8561.51128048473,Control,Present,chalut_vert,Travelling,0,DOL5,6,8.48897709258615,-63.68259,12.0788359446068,-59.76527
SCW1807_20200712_140500,5569,0.140236649293271,9440.18185756643,10107.3206290544,9440.18185756643,10107.3206290544,Control,Present,chalut_vert,Travelling,0,DOL5,6,7.42571025424533,-62.177944,14.1830058627658,-55.378616
SCW1807_20200712_140500,5570,0.246545076983338,10432.7541761217,10774.4594005423,10774.4594005423,10432.7541761217,Control,Present,chalut_vert,Travelling,0,DOL5,6,10.2471625804901,-63.81086,13.4885751008987,-59.556183
SCW1807_20200712_140500,5571,0.357377267553822,8903.21650490539,11539.2282361505,10872.0894646625,8903.21650490539,Control,Present,chalut_vert,Travelling,0,DOL5,6,15.0881927324378,-57.98349,17.8990080460258,-54.906395
SCW1807_20200712_140500,5572,0.334758453151686,10758.187723189,11213.7946890832,10904.6328193693,10758.187723189,Control,Present,chalut_vert,Travelling,0,DOL5,6,11.8721824468568,-57.56902,12.9729305533476,-56.043026
SCW1807_20200712_140500,5573,0.147022293613915,11018.5345608428,11685.6733323308,11018.5345608428,11506.6848814438,Control,Present,chalut_vert,Travelling,0,DOL5,6,9.72161178588867,-56.898266,11.525239944458,-54.212257
SCW1807_20200712_140500,5574,0.117617834891135,10400.210821415,11669.4016549774,10481.5692081818,11490.4132040904,Control,Present,chalut_vert,Travelling,0,DOL5,6,10.7253665924072,-58.34401,11.5616891384125,-57.507687
SCW1807_20200712_140500,5575,0.282735180026762,9407.6385028597,11734.4883643909,10058.5055969943,11734.4883643909,Control,Present,chalut_vert,Travelling,0,DOL5,6,6.42218526204427,-63.185898,10.4285588794284,-59.02969
SCW1807_20200712_115100,5576,0.649564564391582,8878.66816799676,14917.6368940253,12283.6186199065,8894.72925503407,DUR,Present,tremail,Travelling,0,DOL1,3,7.36242438525688,-65.8726,11.4630906174823,-61.771927
SCW1807_20200712_115100,5577,0.287961605119314,13130.6396201795,14499.0835223508,13560.8786022135,13130.6396201795,DUR,Present,tremail,Travelling,0,DOL1,3,8.81977596798459,-61.724834,11.4790983457823,-59.19382
SCW1807_20200712_115100,5578,0.638614774265896,11106.1098473865,19515.0292886134,14681.5559090106,11106.1098473865,DUR,Present,tremail,Travelling,0,DOL1,3,21.2897441864014,-48.278183,26.6208407878876,-42.956505
SCW1807_20200712_115100,5579,0.54424545852449,9582.377273886,17261.2248482744,17261.2248482744,9582.377273886,DUR,Present,tremail,Travelling,0,DOL1,3,21.8768575364265,-53.311333,25.9514726279438,-49.19571
SCW1807_20200712_115100,5580,0.111985068657511,10641.3209252343,11309.0922077764,11309.0922077764,10641.3209252343,DUR,Present,tremail,Travelling,0,DOL1,3,9.00970560709635,-60.514954,10.3720387776693,-59.633778
SCW1807_20200712_115100,5581,0.923704362849193,6480.52203080965,14999.7771554208,12661.9468876445,6480.52203080965,DUR,Present,tremail,Travelling,0,DOL1,3,13.6945495605469,-58.365463,17.1121728173618,-54.965275
SCW1807_20200712_115100,5582,0.879882682309024,6724.40278416163,15052.0787289455,12553.7759455104,6724.40278416163,DUR,Present,tremail,Travelling,0,DOL1,3,9.68376060004707,-61.154114,13.3668008409105,-57.401493
SCW1807_20200712_115100,5583,0.483983633028579,10153.9883676993,17041.7173100507,17041.7173100507,10153.9883676993,DUR,Present,tremail,Travelling,0,DOL1,3,8.70235252380371,-60.159454,8.9265554489628,-59.916534
SCW1807_20200712_115100,5584,0.991867750966541,8976.71049621683,24955.4600157475,15285.0750603071,14459.3273038356,DUR,Present,tremail,Travelling,0,DOL1,3,19.4425571746826,-47.57023,27.6540357055664,-39.333855
SCW1807_20200712_101100,5585,0.852375412679468,8659.76322379431,22332.4380112154,22332.4380112154,8659.76322379431,Control,Present,chalut_blanc,Travelling,0,DOL3,5,22.8919302269265,-56.64399,26.0555269100048,-53.483692
SCW1807_20200712_101100,5586,0.415944540727899,6430.87577029949,9931.3666305435,9931.3666305435,6508.10497055609,Control,Present,chalut_blanc,Travelling,0,DOL3,5,18.8324334486476,-58.294262,24.3401649762999,-52.91107
SCW1807_20200712_101100,5587,0.807892281029197,9835.72591840345,20995.1675270143,15895.0976716524,9835.72591840345,Control,Present,chalut_blanc,Travelling,0,DOL3,5,16.8099489773021,-63.785477,22.8653717041016,-57.736404
SCW1807_20200712_101100,5588,0.31195840554593,10964.8396784328,13142.5233099242,10964.8396784328,13142.5233099242,Control,Present,chalut_blanc,Travelling,0,DOL3,5,11.0521980285645,-67.44997,19.1949859619141,-59.537415
SCW1807_20200712_101100,5589,0.999767247311556,9258.12117550966,20293.3243762888,16095.1492455576,9357.41775315131,Control,Present,chalut_blanc,Travelling,0,DOL3,5,21.9456660861061,-56.873756,24.6621915726435,-54.135426
SCW1807_20200712_101100,5590,0.423054703817268,9814.35486250863,15526.9496249986,9834.59262542259,15500.1162040026,Control,Present,chalut_blanc,Travelling,0,DOL3,5,13.8174283769396,-64.88508,16.8251074331778,-61.856552
SCW1807_20200712_101100,5591,0.279962671643787,12590.0384745594,14187.3701763211,12590.0384745594,12712.1738345824,Control,Present,chalut_blanc,Travelling,0,DOL3,5,9.10238287183974,-68.38638,15.4485104878744,-61.366196
SCW1807_20200712_101100,5592,0.188180571574826,9263.06478684337,13861.0503894567,13861.0503894567,9263.06478684337,Control,Present,chalut_blanc,Travelling,0,DOL3,5,14.5884319941203,-63.046154,17.9525769551595,-59.6535
SCW1807_20200712_101100,5593,0.503932808958806,8973.84168477993,12100.1613886998,12100.1613886998,8973.84168477993,Control,Present,chalut_blanc,Travelling,0,DOL3,5,14.3830085992813,-63.162807,18.5092835426331,-59.2434
SCW1807_20200712_101100,5594,1.06606214151333,7367.63154631201,15510.3048820987,15510.3048820987,7367.63154631201,Control,Present,chalut_blanc,Travelling,0,DOL3,5,14.8314316877678,-62.631145,20.423594602898,-57.038975
SCW1807_20200712_101100,5595,0.078221600970016,8995.26833483814,10157.7297177982,8995.26833483814,10157.7297177982,Control,Present,chalut_blanc,Travelling,0,DOL3,5,12.8809405240146,-57.861862,13.9431256380948,-56.761135
