,start_dt,stop_dt,activation_state,fishing_net,behaviour,group_size,date,sequence,file,duration,category
3500.json,2022-07-18 19:16:09.646947589,2022-07-18 19:16:09.894322970,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.247375381,0
3501.json,2022-07-18 19:16:15.891294316,2022-07-18 19:16:16.453709525,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.562415209,0
3502.json,2022-07-18 19:16:40.864638553,2022-07-18 19:16:41.128698196,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.264059643,0
3503.json,2022-07-18 19:16:57.781479867,2022-07-18 19:16:57.915109592,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.133629725,0
3504.json,2022-07-18 19:16:36.199988169,2022-07-18 19:16:38.012904446,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,1.812916277,0
3505.json,2022-07-18 19:16:35.813843547,2022-07-18 19:16:36.079999727,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.26615618,0
3506.json,2022-07-18 19:16:10.706893367,2022-07-18 19:16:11.440837619,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.733944252,0
3507.json,2022-07-18 19:16:00.007180766,2022-07-18 19:16:00.240309145,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.233128379,0
3508.json,2022-07-18 19:16:43.856101431,2022-07-18 19:16:44.293643098,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.437541667,0
3509.json,2022-07-18 19:16:48.402056747,2022-07-18 19:16:48.931607847,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.5295511,0
351.json,2020-07-11 09:38:24.776999577,2020-07-11 09:38:25.304048433,DUR,Present,Attraction,5.0,2020-07-11 09:38:00,2020-07-11_09:33,2020-07-11_09:38,0.527048856,0
3510.json,2022-07-18 19:16:46.197569854,2022-07-18 19:16:47.154334022,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.956764168,10
3511.json,2022-07-18 19:16:20.239329278,2022-07-18 19:16:20.381843365,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.142514087,0
3512.json,2022-07-18 19:16:24.366020230,2022-07-18 19:16:25.124765280,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.75874505,0
3513.json,2022-07-18 19:16:34.015074377,2022-07-18 19:16:34.145658727,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.13058435,0
3514.json,2022-07-18 19:16:11.042867847,2022-07-18 19:16:11.274850226,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.231982379,0
3515.json,2022-07-18 19:16:46.197569854,2022-07-18 19:16:46.570050561,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.372480707,0
3516.json,2022-07-18 19:16:02.866568423,2022-07-18 19:16:03.189252921,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.322684498,0
3517.json,2022-07-18 19:16:08.793844487,2022-07-18 19:16:09.126859502,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.333015015,0
3518.json,2022-07-18 19:16:29.926141485,2022-07-18 19:16:31.048428031,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,1.122286546,21
3519.json,2022-07-18 19:16:00.874724076,2022-07-18 19:16:01.274099741,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.399375665,0
3520.json,2022-07-18 19:16:44.412546522,2022-07-18 19:16:45.226770027,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.814223505,0
3521.json,2022-07-18 19:16:16.280891914,2022-07-18 19:16:17.302638143,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,1.021746229,0
3522.json,2022-07-18 19:16:41.059326596,2022-07-18 19:16:41.372617699,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.313291103,0
3523.json,2022-07-18 19:16:38.174810655,2022-07-18 19:16:39.338463323,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,1.163652668,0
3524.json,2022-07-18 19:16:12.612748604,2022-07-18 19:16:12.882728097,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.269979493,0
3525.json,2022-07-18 19:16:43.244392692,2022-07-18 19:16:43.737158065,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.492765373,0
3526.json,2022-07-18 19:16:25.040963587,2022-07-18 19:16:25.201772240,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.160808653,0
3527.json,2022-07-18 19:16:52.990349704,2022-07-18 19:16:53.351875096,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.361525392,0
3528.json,2022-07-18 19:16:45.582702016,2022-07-18 19:16:45.859538008,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.276835992,176
3529.json,2022-07-18 19:16:03.082956851,2022-07-18 19:16:03.251891676,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.168934825,0
3530.json,2022-07-18 19:16:06.993141986,2022-07-18 19:16:07.171384599,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.178242613,0
3531.json,2022-07-18 19:16:07.624120836,2022-07-18 19:16:08.142806839,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.518686003,0
3532.json,2022-07-18 19:16:11.750814074,2022-07-18 19:16:12.468759541,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.717945467,0
3533.json,2022-07-18 19:16:12.706741465,2022-07-18 19:16:12.874728705,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.16798724,0
3534.json,2022-07-18 19:16:12.710741161,2022-07-18 19:16:13.742662780,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,1.031921619,21
3535.json,2022-07-18 19:16:13.396689059,2022-07-18 19:16:14.341021331,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.944332272,0
3536.json,2022-07-18 19:16:15.196487714,2022-07-18 19:16:15.492755995,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.296268281,0
3537.json,2022-07-18 19:16:15.616067657,2022-07-18 19:16:15.803437327,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.18736967,0
3539.json,2022-07-18 19:16:15.614466207,2022-07-18 19:16:15.737777870,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.123311663,0
354.json,2020-07-11 09:38:30.941164206,2020-07-11 09:38:31.244887918,DUR,Present,Attraction,5.0,2020-07-11 09:38:00,2020-07-11_09:33,2020-07-11_09:38,0.303723712,0
3540.json,2022-07-18 19:16:16.136877237,2022-07-18 19:16:16.612883641,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.476006404,0
3541.json,2022-07-18 19:16:21.594189227,2022-07-18 19:16:22.025635983,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.431446756,0
3542.json,2022-07-18 19:16:21.744512305,2022-07-18 19:16:22.134961858,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.390449553,0
3544.json,2022-07-18 19:16:27.727568295,2022-07-18 19:16:28.518253727,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.790685432,0
3545.json,2022-07-18 19:16:27.746575157,2022-07-18 19:16:28.655103129,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.908527972,21
3546.json,2022-07-18 19:16:27.615427813,2022-07-18 19:16:28.227448749,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.612020936,0
3547.json,2022-07-18 19:16:27.326523521,2022-07-18 19:16:27.923338967,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.596815446,0
3548.json,2022-07-18 19:16:30.969362834,2022-07-18 19:16:31.933518986,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.964156152,21
3549.json,2022-07-18 19:16:47.280320143,2022-07-18 19:16:47.422739237,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.142419094,0
355.json,2020-07-11 09:38:32.290061360,2020-07-11 09:38:32.583970774,DUR,Present,Attraction,5.0,2020-07-11 09:38:00,2020-07-11_09:33,2020-07-11_09:38,0.293909414,0
3550.json,2022-07-18 19:16:57.516485327,2022-07-18 19:16:57.733916744,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.217431417,0
3551.json,2022-07-18 19:16:59.558021077,2022-07-18 19:16:59.789629953,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.231608876,0
3552.json,2022-07-18 19:16:59.227350574,2022-07-18 19:16:59.433845234,DUR,Absent,Foraging,4.0,2022-07-18 19:16:00,2022-07-18_19:03,2022-07-18_19:16,0.20649466,0
3553.json,2022-07-18 18:03:28.884985962,2022-07-18 18:03:29.032386943,AFT,Absent,Foraging,12.0,2022-07-18 18:03:00,2022-07-18_17:37,2022-07-18_18:03,0.147400981,0
3554.json,2022-07-18 18:03:48.854666460,2022-07-18 18:03:49.499749154,AFT,Absent,Foraging,12.0,2022-07-18 18:03:00,2022-07-18_17:37,2022-07-18_18:03,0.645082694,0
3555.json,2022-07-18 18:03:41.917119383,2022-07-18 18:03:43.052660968,AFT,Absent,Foraging,12.0,2022-07-18 18:03:00,2022-07-18_17:37,2022-07-18_18:03,1.135541585,0
3556.json,2022-07-18 18:03:43.139370691,2022-07-18 18:03:43.664138478,AFT,Absent,Foraging,12.0,2022-07-18 18:03:00,2022-07-18_17:37,2022-07-18_18:03,0.524767787,0
3557.json,2022-07-18 18:03:05.302627640,2022-07-18 18:03:06.110602863,AFT,Absent,Foraging,12.0,2022-07-18 18:03:00,2022-07-18_17:37,2022-07-18_18:03,0.807975223,0
3558.json,2022-07-18 18:03:01.450049427,2022-07-18 18:03:02.091210733,AFT,Absent,Foraging,12.0,2022-07-18 18:03:00,2022-07-18_17:37,2022-07-18_18:03,0.641161306,0
3559.json,2022-07-18 18:03:31.505333430,2022-07-18 18:03:32.531579571,AFT,Absent,Foraging,12.0,2022-07-18 18:03:00,2022-07-18_17:37,2022-07-18_18:03,1.026246141,0
356.json,2020-07-11 09:38:41.807680152,2020-07-11 09:38:42.185944340,DUR,Present,Attraction,5.0,2020-07-11 09:38:00,2020-07-11_09:33,2020-07-11_09:38,0.378264188,0
3560.json,2022-07-18 18:03:37.917964328,2022-07-18 18:03:38.040090707,AFT,Absent,Foraging,12.0,2022-07-18 18:03:00,2022-07-18_17:37,2022-07-18_18:03,0.122126379,0
3562.json,2022-07-18 18:43:03.941530760,2022-07-18 18:43:04.723788562,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.782257802,0
3563.json,2022-07-18 18:43:00.012420276,2022-07-18 18:43:00.355514666,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.34309439,0
3565.json,2022-07-18 18:43:00.485075314,2022-07-18 18:43:00.771208764,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.28613345,0
3566.json,2022-07-18 18:43:08.563341615,2022-07-18 18:43:09.139860094,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.576518479,0
3567.json,2022-07-18 18:43:52.668957161,2022-07-18 18:43:52.846843640,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.177886479,0
3568.json,2022-07-18 18:43:16.110400507,2022-07-18 18:43:16.538802937,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.42840243,0
3569.json,2022-07-18 18:43:05.965972989,2022-07-18 18:43:07.024655166,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,1.058682177,0
3570.json,2022-07-18 18:43:14.152201117,2022-07-18 18:43:14.609403898,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.457202781,0
3571.json,2022-07-18 18:43:46.470455964,2022-07-18 18:43:46.603186731,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.132730767,0
3575.json,2022-07-18 18:43:15.330488392,2022-07-18 18:43:16.963543807,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,1.633055415,0
3579.json,2022-07-18 18:43:05.745493398,2022-07-18 18:43:06.315699238,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.57020584,0
358.json,2020-07-11 11:58:03.255565925,2020-07-11 11:58:04.127449673,DUR,Present,Travelling,6.0,2020-07-11 11:58:00,2020-07-11_11:40,2020-07-11_11:58,0.871883748,0
3580.json,2022-07-18 18:43:03.451929406,2022-07-18 18:43:04.812137679,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,1.360208273,0
3583.json,2022-07-18 18:43:07.431009199,2022-07-18 18:43:08.011335652,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.580326453,0
3584.json,2022-07-18 18:43:00.084028831,2022-07-18 18:43:00.355223587,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.271194756,0
3585.json,2022-07-18 18:43:00.690769642,2022-07-18 18:43:01.240053936,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.549284294,0
3586.json,2022-07-18 18:43:04.153200518,2022-07-18 18:43:04.666729758,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.51352924,0
3587.json,2022-07-18 18:43:06.251075909,2022-07-18 18:43:07.222326524,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.971250615,0
3588.json,2022-07-18 18:43:06.779466655,2022-07-18 18:43:07.345871123,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.566404468,0
3589.json,2022-07-18 18:43:16.082938813,2022-07-18 18:43:17.227176072,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,1.144237259,0
359.json,2020-07-11 11:58:14.332413231,2020-07-11 11:58:14.769150532,DUR,Present,Travelling,6.0,2020-07-11 11:58:00,2020-07-11_11:40,2020-07-11_11:58,0.436737301,0
3590.json,2022-07-18 18:43:23.760325021,2022-07-18 18:43:23.913298450,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.152973429,0
3591.json,2022-07-18 18:43:46.768669247,2022-07-18 18:43:47.039302110,DUR,Absent,Socialising,4.0,2022-07-18 18:43:00,2022-07-18_18:23,2022-07-18_18:43,0.270632863,0
3592.json,2022-07-18 18:52:54.620075237,2022-07-18 18:52:54.900497326,BEF,Absent,Foraging,5.0,2022-07-18 18:52:00,2022-07-18_18:23,2022-07-18_18:52,0.280422089,0
3593.json,2022-07-18 18:52:28.846778666,2022-07-18 18:52:29.801849890,BEF,Absent,Foraging,5.0,2022-07-18 18:52:00,2022-07-18_18:23,2022-07-18_18:52,0.955071224,0
3594.json,2022-07-18 18:52:50.988246198,2022-07-18 18:52:51.351500421,BEF,Absent,Foraging,5.0,2022-07-18 18:52:00,2022-07-18_18:23,2022-07-18_18:52,0.363254223,0
3595.json,2022-07-18 18:52:37.068460458,2022-07-18 18:52:37.303485967,BEF,Absent,Foraging,5.0,2022-07-18 18:52:00,2022-07-18_18:23,2022-07-18_18:52,0.235025509,0
3596.json,2022-07-18 18:52:41.270501107,2022-07-18 18:52:41.440079193,BEF,Absent,Foraging,5.0,2022-07-18 18:52:00,2022-07-18_18:23,2022-07-18_18:52,0.169578086,0
3597.json,2022-07-18 18:52:39.478788021,2022-07-18 18:52:39.669122730,BEF,Absent,Foraging,5.0,2022-07-18 18:52:00,2022-07-18_18:23,2022-07-18_18:52,0.190334709,0
3598.json,2022-07-18 18:52:27.960957319,2022-07-18 18:52:28.249498474,BEF,Absent,Foraging,5.0,2022-07-18 18:52:00,2022-07-18_18:23,2022-07-18_18:52,0.288541155,0
3599.json,2022-07-18 18:52:35.503139538,2022-07-18 18:52:35.897434856,BEF,Absent,Foraging,5.0,2022-07-18 18:52:00,2022-07-18_18:23,2022-07-18_18:52,0.394295318,0
360.json,2020-07-11 11:58:17.638278666,2020-07-11 11:58:18.160618139,DUR,Present,Travelling,6.0,2020-07-11 11:58:00,2020-07-11_11:40,2020-07-11_11:58,0.522339473,0
3600.json,2022-07-18 18:52:39.808539874,2022-07-18 18:52:40.144353341,BEF,Absent,Foraging,5.0,2022-07-18 18:52:00,2022-07-18_18:23,2022-07-18_18:52,0.335813467,0
3601.json,2022-07-18 18:52:36.041426661,2022-07-18 18:52:36.396696162,BEF,Absent,Foraging,5.0,2022-07-18 18:52:00,2022-07-18_18:23,2022-07-18_18:52,0.355269501,0
3602.json,2022-07-18 18:52:36.825467983,2022-07-18 18:52:38.227654068,BEF,Absent,Foraging,5.0,2022-07-18 18:52:00,2022-07-18_18:23,2022-07-18_18:52,1.402186085,0
3607.json,2022-07-18 18:52:54.549231762,2022-07-18 18:52:54.702725958,BEF,Absent,Foraging,5.0,2022-07-18 18:52:00,2022-07-18_18:23,2022-07-18_18:52,0.153494196,0
3608.json,2022-07-18 17:52:41.588207933,2022-07-18 17:52:42.282019738,BEF,Absent,Attraction,12.0,2022-07-18 17:52:00,2022-07-18_17:37,2022-07-18_17:52,0.693811805,33
3609.json,2022-07-18 19:47:55.038288909,2022-07-18 19:47:55.831139642,BEF+DUR,Absent,Foraging,10.0,2022-07-18 19:47:00,2022-07-18_19:28,2022-07-18_19:47,0.792850733,109
361.json,2020-07-11 11:58:10.998149834,2020-07-11 11:58:11.603558093,DUR,Present,Travelling,6.0,2020-07-11 11:58:00,2020-07-11_11:40,2020-07-11_11:58,0.605408259,0
3610.json,2022-07-18 19:47:44.062010068,2022-07-18 19:47:44.772273726,BEF+DUR,Absent,Foraging,10.0,2022-07-18 19:47:00,2022-07-18_19:28,2022-07-18_19:47,0.710263658,109
3612.json,2022-07-18 17:17:57.414689695,2022-07-18 17:17:57.783662687,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,0.368972992,174
3614.json,2022-07-18 17:17:52.904008504,2022-07-18 17:17:53.815782769,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,0.911774265,0
3616.json,2022-07-18 17:17:47.351657965,2022-07-18 17:17:48.930074580,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,1.578416615,167
3617.json,2022-07-18 17:17:46.771110276,2022-07-18 17:17:48.292313495,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,1.521203219,213
362.json,2020-07-11 11:58:29.952792221,2020-07-11 11:58:30.755899213,DUR,Present,Travelling,6.0,2020-07-11 11:58:00,2020-07-11_11:40,2020-07-11_11:58,0.803106992,44
3623.json,2022-07-18 17:17:49.344030323,2022-07-18 17:17:49.964963938,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,0.620933615,0
3624.json,2022-07-18 17:17:52.755693224,2022-07-18 17:17:53.468092849,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,0.712399625,0
3625.json,2022-07-18 17:17:01.669109055,2022-07-18 17:17:03.061029393,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,1.391920338,167
3626.json,2022-07-18 17:17:54.554392309,2022-07-18 17:17:54.831611492,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,0.277219183,19
3628.json,2022-07-18 17:17:55.110782922,2022-07-18 17:17:55.386049857,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,0.275266935,19
3629.json,2022-07-18 17:17:53.006127222,2022-07-18 17:17:53.536171994,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,0.530044772,19
363.json,2020-07-11 11:58:19.959504324,2020-07-11 11:58:20.464007815,DUR,Present,Travelling,6.0,2020-07-11 11:58:00,2020-07-11_11:40,2020-07-11_11:58,0.504503491,0
3630.json,2022-07-18 17:17:48.820696030,2022-07-18 17:17:49.248113748,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,0.427417718,0
3632.json,2022-07-18 17:17:00.130386076,2022-07-18 17:17:00.739295836,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,0.60890976,0
3636.json,2022-07-18 17:17:55.306007699,2022-07-18 17:17:55.409476830,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,0.103469131,0
3637.json,2022-07-18 17:17:54.404069231,2022-07-18 17:17:54.903844659,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,0.499775428,19
3638.json,2022-07-18 17:17:49.540911713,2022-07-18 17:17:50.025542827,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,0.484631114,0
3639.json,2022-07-18 17:17:54.573914787,2022-07-18 17:17:54.956555349,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,0.382640562,0
364.json,2020-07-11 11:58:15.097456503,2020-07-11 11:58:15.871535720,DUR,Present,Travelling,6.0,2020-07-11 11:58:00,2020-07-11_11:40,2020-07-11_11:58,0.774079217,44
3640.json,2022-07-18 17:17:02.227160067,2022-07-18 17:17:02.509392762,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,0.282232695,19
3641.json,2022-07-18 17:17:02.167827057,2022-07-18 17:17:03.208560121,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,1.040733064,212
3642.json,2022-07-18 17:17:56.685922144,2022-07-18 17:17:57.029195524,DUR,Absent,Attraction,4.0,2022-07-18 17:17:00,2022-07-18_17:13,2022-07-18_17:17,0.34327338,0
3643.json,2022-07-18 18:39:31.506716417,2022-07-18 18:39:32.464876438,DUR,Absent,Attraction,5.0,2022-07-18 18:39:00,2022-07-18_18:23,2022-07-18_18:39,0.958160021,0
3644.json,2022-07-18 18:39:40.362618318,2022-07-18 18:39:40.474603386,DUR,Absent,Attraction,5.0,2022-07-18 18:39:00,2022-07-18_18:23,2022-07-18_18:39,0.111985068,0
3645.json,2022-07-18 18:39:48.577522997,2022-07-18 18:39:49.129449406,DUR,Absent,Attraction,5.0,2022-07-18 18:39:00,2022-07-18_18:23,2022-07-18_18:39,0.551926409,0
3646.json,2022-07-18 18:39:45.433237958,2022-07-18 18:39:45.841448728,DUR,Absent,Attraction,5.0,2022-07-18 18:39:00,2022-07-18_18:23,2022-07-18_18:39,0.40821077,0
3647.json,2022-07-18 18:39:50.147933723,2022-07-18 18:39:51.314988491,DUR,Absent,Attraction,5.0,2022-07-18 18:39:00,2022-07-18_18:23,2022-07-18_18:39,1.167054768,0
3648.json,2022-07-18 18:39:53.716395734,2022-07-18 18:39:53.831071587,DUR,Absent,Attraction,5.0,2022-07-18 18:39:00,2022-07-18_18:23,2022-07-18_18:39,0.114675853,0
3649.json,2022-07-18 18:39:52.137229261,2022-07-18 18:39:53.112171634,DUR,Absent,Attraction,5.0,2022-07-18 18:39:00,2022-07-18_18:23,2022-07-18_18:39,0.974942373,0
365.json,2020-07-11 11:58:43.602414782,2020-07-11 11:58:45.034480773,DUR,Present,Travelling,6.0,2020-07-11 11:58:00,2020-07-11_11:40,2020-07-11_11:58,1.432065991,0
3650.json,2022-07-18 18:39:50.308441435,2022-07-18 18:39:50.671254483,DUR,Absent,Attraction,5.0,2022-07-18 18:39:00,2022-07-18_18:23,2022-07-18_18:39,0.362813048,0
3651.json,2022-07-18 18:39:51.148201358,2022-07-18 18:39:51.319975219,DUR,Absent,Attraction,5.0,2022-07-18 18:39:00,2022-07-18_18:23,2022-07-18_18:39,0.171773861,0
3652.json,2022-07-18 18:39:53.349433002,2022-07-18 18:39:53.607180635,DUR,Absent,Attraction,5.0,2022-07-18 18:39:00,2022-07-18_18:23,2022-07-18_18:39,0.257747633,0
3653.json,2022-07-18 18:39:02.985070908,2022-07-18 18:39:03.117103297,DUR,Absent,Attraction,5.0,2022-07-18 18:39:00,2022-07-18_18:23,2022-07-18_18:39,0.132032389,0
3654.json,2022-07-18 18:39:06.953983460,2022-07-18 18:39:07.096822442,DUR,Absent,Attraction,5.0,2022-07-18 18:39:00,2022-07-18_18:23,2022-07-18_18:39,0.142838982,0
3655.json,2022-07-18 18:39:50.836075267,2022-07-18 18:39:51.190595446,DUR,Absent,Attraction,5.0,2022-07-18 18:39:00,2022-07-18_18:23,2022-07-18_18:39,0.354520179,0
3656.json,2022-07-18 18:39:07.507704948,2022-07-18 18:39:07.759877472,DUR,Absent,Attraction,5.0,2022-07-18 18:39:00,2022-07-18_18:23,2022-07-18_18:39,0.252172524,0
3657.json,2022-07-18 19:09:11.189859513,2022-07-18 19:09:11.813476430,DUR,Absent,Foraging,4.0,2022-07-18 19:09:00,2022-07-18_19:03,2022-07-18_19:09,0.623616917,0
