,start_dt,stop_dt,activation_state,fishing_net,behaviour,group_size,date,sequence,file,duration,category
11904.json,2020-07-16 08:59:56.646456365,2020-07-16 08:59:57.558999621,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.912543256,0
11905.json,2020-07-16 08:59:08.951275649,2020-07-16 08:59:09.595753377,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.644477728,0
11906.json,2020-07-16 08:59:03.533634750,2020-07-16 08:59:03.800488810,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.26685406,0
11907.json,2020-07-16 08:59:55.789280902,2020-07-16 08:59:56.490606281,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.701325379,5
11908.json,2020-07-16 08:59:00.701457236,2020-07-16 08:59:01.257822773,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.556365537,0
11909.json,2020-07-16 08:59:29.671682026,2020-07-16 08:59:30.463116788,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.791434762,0
1191.json,2020-07-11 09:01:14.510065325,2020-07-11 09:01:14.686041861,DUR,Absent,Socialising,8.0,2020-07-11 09:01:00,2020-07-11_08:36,2020-07-11_09:01,0.175976536,0
11910.json,2020-07-16 08:59:14.497280402,2020-07-16 08:59:14.866156624,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.368876222,0
11911.json,2020-07-16 08:59:23.035662823,2020-07-16 08:59:24.119087985,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,1.083425162,4
11913.json,2020-07-16 08:59:46.155956650,2020-07-16 08:59:46.413916476,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.257959826,0
11914.json,2020-07-16 08:59:10.978934262,2020-07-16 08:59:11.700326009,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.721391747,0
11915.json,2020-07-16 08:59:59.472070391,2020-07-16 08:59:59.784028796,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.311958405,0
11916.json,2020-07-16 08:59:24.936130014,2020-07-16 08:59:25.822859390,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.886729376,14
11917.json,2020-07-16 08:59:50.057573607,2020-07-16 08:59:50.449320052,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.391746445,0
11918.json,2020-07-16 08:59:59.297915704,2020-07-16 08:59:59.496740208,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.198824504,0
11919.json,2020-07-16 08:59:03.803006301,2020-07-16 08:59:04.341749401,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.5387431,0
1192.json,2020-07-11 09:01:56.315522018,2020-07-11 09:01:57.001625297,DUR,Absent,Socialising,8.0,2020-07-11 09:01:00,2020-07-11_08:36,2020-07-11_09:01,0.686103279,0
11920.json,2020-07-16 08:59:35.229383159,2020-07-16 08:59:35.851570569,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.62218741,5
11921.json,2020-07-16 08:59:12.678309559,2020-07-16 08:59:13.205038727,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.526729168,29
11922.json,2020-07-16 08:59:52.931088812,2020-07-16 08:59:53.550829609,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.619740797,29
11923.json,2020-07-16 08:59:24.932675643,2020-07-16 08:59:25.076656446,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.143980803,0
11924.json,2020-07-16 08:59:27.069100428,2020-07-16 08:59:27.262998403,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.193897975,0
11925.json,2020-07-16 08:59:14.164886444,2020-07-16 08:59:16.897002637,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,2.732116193,0
11926.json,2020-07-16 08:59:46.433621741,2020-07-16 08:59:46.788316502,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.354694761,0
11927.json,2020-07-16 08:59:52.797672390,2020-07-16 08:59:53.518551443,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.720879053,0
11928.json,2020-07-16 08:59:16.603886407,2020-07-16 08:59:16.963501044,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.359614637,0
11929.json,2020-07-16 08:59:17.293477112,2020-07-16 08:59:17.749911074,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.456433962,0
1193.json,2020-07-11 09:01:24.551991412,2020-07-11 09:01:24.780695907,DUR,Absent,Socialising,8.0,2020-07-11 09:01:00,2020-07-11_08:36,2020-07-11_09:01,0.228704495,0
11930.json,2020-07-16 08:59:03.498389875,2020-07-16 08:59:04.797415295,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,1.29902542,70
11931.json,2020-07-16 08:59:43.927080872,2020-07-16 08:59:44.795243959,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.868163087,0
11932.json,2020-07-16 08:59:01.366074893,2020-07-16 08:59:02.632372928,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,1.266298035,0
11933.json,2020-07-16 08:59:48.660551892,2020-07-16 08:59:49.464772108,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.804220216,0
11934.json,2020-07-16 08:59:12.056837476,2020-07-16 08:59:12.798293561,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.741456085,0
11935.json,2020-07-16 08:59:50.820339172,2020-07-16 08:59:51.172703699,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.352364527,0
11937.json,2020-07-16 08:59:33.086276042,2020-07-16 08:59:33.353285972,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.26700993,0
11938.json,2020-07-16 08:59:53.557285243,2020-07-16 08:59:53.899433808,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.342148565,0
11939.json,2020-07-16 08:59:59.025840068,2020-07-16 08:59:59.627545803,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.601705735,29
1194.json,2020-07-11 09:01:19.173443541,2020-07-11 09:01:20.045327290,DUR,Absent,Socialising,8.0,2020-07-11 09:01:00,2020-07-11_08:36,2020-07-11_09:01,0.871883749,141
11940.json,2020-07-16 08:59:09.145122466,2020-07-16 08:59:09.560508501,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.415386035,0
11941.json,2020-07-16 08:59:11.191502132,2020-07-16 08:59:11.564751226,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.373249094,0
11942.json,2020-07-16 08:59:05.718817046,2020-07-16 08:59:06.519379224,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.800562178,96
11943.json,2020-07-16 08:59:42.922148345,2020-07-16 08:59:44.015424238,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,1.093275893,70
11944.json,2020-07-16 08:59:11.126225384,2020-07-16 08:59:11.924610219,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.798384835,45
11945.json,2020-07-16 08:59:49.458553910,2020-07-16 08:59:50.070010002,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.611456092,4
11947.json,2020-07-16 08:59:37.183139118,2020-07-16 08:59:38.485542330,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,1.302403212,0
11948.json,2020-07-16 08:59:06.443854490,2020-07-16 08:59:07.818404644,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,1.374550154,0
11949.json,2020-07-16 08:59:28.976703376,2020-07-16 08:59:30.000622099,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,1.023918723,0
1195.json,2020-07-11 09:01:58.228596538,2020-07-11 09:01:59.404957152,DUR,Absent,Socialising,8.0,2020-07-11 09:01:00,2020-07-11_08:36,2020-07-11_09:01,1.176360614,0
11950.json,2020-07-16 08:59:59.010143396,2020-07-16 08:59:59.243849392,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.233705996,0
11951.json,2020-07-16 08:59:03.611676975,2020-07-16 08:59:04.387064242,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.775387267,0
11952.json,2020-07-16 08:59:00.351525970,2020-07-16 08:59:01.036661778,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.685135808,0
11954.json,2020-07-16 08:59:34.803342966,2020-07-16 08:59:35.716587537,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.913244571,4
11955.json,2020-07-16 08:59:21.244386709,2020-07-16 08:59:22.114697289,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.87031058,0
11956.json,2020-07-16 08:59:22.841352876,2020-07-16 08:59:23.392879090,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.551526214,0
11957.json,2020-07-16 08:59:31.718093772,2020-07-16 08:59:32.142970887,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.424877115,0
11958.json,2020-07-16 08:59:29.360054589,2020-07-16 08:59:29.958577127,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59,0.598522538,0
